[ T-Track ]
    title = Fluence in organ and tissue regions
     mesh =  reg            # mesh type is region-wise
   91    12201   1.5103E+03 # 12201
   92    12202   7.3634E+01 # 12202
   93      100   6.3107E+00 # 100
   94      200   6.3107E+00 # 200
   95      300   1.3750E-02 # 300
   96      301   5.4560E-02 # 301
   97      302   1.7147E-02 # 302
   98      303   8.6293E-02 # 303
   99      304   1.3679E-02 # 304
  100      305   5.4329E-02 # 305
  101      306   1.6452E-02 # 306
  102      307   8.5875E-02 # 307
  103      400   2.7652E-01 # 400
  104      401   7.3878E-01 # 401
  105      402   1.8663E-01 # 402
  106      403   9.2755E-02 # 403
  107      404   1.8582E-01 # 404
  108      405   6.5236E-01 # 405
  109     7000   5.8246E+00 # 7000
  110     8700   2.8572E+02 # 8700
  111     8900   1.3213E+02 # 8900
  112     9200   1.3453E+02 # 9200
  113    10000   7.5695E+00 # 10000
  114    10100   7.1276E+00 # 10100
  115    10200   2.6378E+00 # 10200
  116    10300   1.2511E+02 # 10300
  117    10400   3.2106E+00 # 10400
  118    10401   3.2102E+00 # 10401
  119    10402   1.3786E+00 # 10402
  120    10403   1.3787E+00 # 10403
  121    10500   4.7114E+00 # 10500
  122    10501   4.7113E+00 # 10501
  123    10502   2.0159E+00 # 10502
  124    10503   2.0159E+00 # 10503
  125    10600   3.0522E+01 # 10600
  126    10601   3.0994E+01 # 10601
  127    10602   1.0565E+02 # 10602
  128    10603   8.7431E+01 # 10603
  129    10604   4.7645E+02 # 10604
  130    10605   5.2270E+02 # 10605
  131    10606   3.4065E+02 # 10606
  132    10607   3.9698E+02 # 10607
  133    10608   7.8756E+01 # 10608
  134    10609   8.8222E+01 # 10609
  135    10610   2.7603E+03 # 10610
  136    10611   2.8686E+03 # 10611
  137    10612   1.3071E+03 # 10612
  138    10613   1.4650E+03 # 10613
  139    10614   4.3378E+02 # 10614
  140    10615   4.4155E+02 # 10615
  141    10616   8.2831E+03 # 10616
  142      500   7.8820E-02 # 500
  143      501   4.0797E-02 # 501
  144      600   6.7375E-03 # 600
  145      601   7.1303E-03 # 601
  146    11300   1.0578E+02 # 11300
  147    13900   6.8627E+01 # 13900
  148     7400   2.2501E+01 # 7400
  149     7401   3.5671E+00 # 7401
  150     7402   8.9776E+00 # 7402
  151     7403   4.0190E+02 # 7403
  152    12700   1.1321E+02 # 12700
  153    13100   2.8157E+01 # 13100
  154     6600   2.4118E-02 # 6600
  155     6601   1.1739E-01 # 6601
  156     6700   7.8220E-01 # 6700
  157     6701   2.5297E-01 # 6701
  158     6702   4.7994E+00 # 6702
  159     6800   2.4118E-02 # 6800
  160     6801   1.1739E-01 # 6801
  161     6900   7.8222E-01 # 6900
  162     6901   2.5296E-01 # 6901
  163     6902   4.7994E+00 # 6902
   e-type =    1            # e-mesh is given by the below data
       ne =    401          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
            9.50000E-03  1.05000E-02  1.15000E-02  1.25000E-02  1.35000E-02
            1.45000E-02  1.55000E-02  1.65000E-02  1.75000E-02  1.85000E-02
            1.95000E-02  2.05000E-02  2.15000E-02  2.25000E-02  2.35000E-02
            2.45000E-02  2.55000E-02  2.65000E-02  2.75000E-02  2.85000E-02
            2.95000E-02  3.05000E-02  3.15000E-02  3.25000E-02  3.35000E-02
            3.45000E-02  3.55000E-02  3.65000E-02  3.75000E-02  3.85000E-02
            3.95000E-02  4.05000E-02  4.15000E-02  4.25000E-02  4.35000E-02
            4.45000E-02  4.55000E-02  4.65000E-02  4.75000E-02  4.85000E-02
            4.95000E-02  5.05000E-02  5.15000E-02  5.25000E-02  5.35000E-02
            5.45000E-02  5.55000E-02  5.65000E-02  5.75000E-02  5.85000E-02
            5.95000E-02  6.05000E-02  6.15000E-02  6.25000E-02  6.35000E-02
            6.45000E-02  6.55000E-02  6.65000E-02  6.75000E-02  6.85000E-02
            6.95000E-02  7.05000E-02  7.15000E-02  7.25000E-02  7.35000E-02
            7.45000E-02  7.55000E-02  7.65000E-02  7.75000E-02  7.85000E-02
            7.95000E-02  8.05000E-02  8.15000E-02  8.25000E-02  8.35000E-02
            8.45000E-02  8.55000E-02  8.65000E-02  8.75000E-02  8.85000E-02
            8.95000E-02  9.05000E-02  9.15000E-02  9.25000E-02  9.35000E-02
            9.45000E-02  9.55000E-02  9.65000E-02  9.75000E-02  9.85000E-02
            9.95000E-02  1.00500E-01  1.01500E-01  1.02500E-01  1.03500E-01
            1.04500E-01  1.05500E-01  1.06500E-01  1.07500E-01  1.08500E-01
            1.09500E-01  1.10500E-01  1.11500E-01  1.12500E-01  1.13500E-01
            1.14500E-01  1.15500E-01  1.16500E-01  1.17500E-01  1.18500E-01
            1.19500E-01  1.20500E-01  1.21500E-01  1.22500E-01  1.23500E-01
            1.24500E-01  1.25500E-01  1.26500E-01  1.27500E-01  1.28500E-01
            1.29500E-01  1.30500E-01  1.31500E-01  1.32500E-01  1.33500E-01
            1.34500E-01  1.35500E-01  1.36500E-01  1.37500E-01  1.38500E-01
            1.39500E-01  1.40500E-01  1.41500E-01  1.42500E-01  1.43500E-01
            1.44500E-01  1.45500E-01  1.46500E-01  1.47500E-01  1.48500E-01
            1.49500E-01  1.50500E-01  1.51500E-01  1.52500E-01  1.53500E-01
            1.54500E-01  1.55500E-01  1.56500E-01  1.57500E-01  1.58500E-01
            1.59500E-01  1.60500E-01  1.61500E-01  1.62500E-01  1.63500E-01
            1.64500E-01  1.65500E-01  1.66500E-01  1.67500E-01  1.68500E-01
            1.69500E-01  1.70500E-01  1.71500E-01  1.72500E-01  1.73500E-01
            1.74500E-01  1.75500E-01  1.76500E-01  1.77500E-01  1.78500E-01
            1.79500E-01  1.80500E-01  1.81500E-01  1.82500E-01  1.83500E-01
            1.84500E-01  1.85500E-01  1.86500E-01  1.87500E-01  1.88500E-01
            1.89500E-01  1.90500E-01  1.91500E-01  1.92500E-01  1.93500E-01
            1.94500E-01  1.95500E-01  1.96500E-01  1.97500E-01  1.98500E-01
            1.99500E-01  2.00500E-01  2.07500E-01  2.12500E-01  2.17500E-01
            2.22500E-01  2.27500E-01  2.32500E-01  2.37500E-01  2.42500E-01
            2.47500E-01  2.52500E-01  2.57500E-01  2.62500E-01  2.67500E-01
            2.72500E-01  2.77500E-01  2.82500E-01  2.87500E-01  2.92500E-01
            2.97500E-01  3.02500E-01  3.07500E-01  3.12500E-01  3.17500E-01
            3.22500E-01  3.27500E-01  3.32500E-01  3.37500E-01  3.42500E-01
            3.47500E-01  3.52500E-01  3.57500E-01  3.62500E-01  3.67500E-01
            3.72500E-01  3.77500E-01  3.82500E-01  3.87500E-01  3.92500E-01
            3.97500E-01  4.02500E-01  4.15000E-01  4.25000E-01  4.35000E-01
            4.45000E-01  4.55000E-01  4.65000E-01  4.75000E-01  4.85000E-01
            4.95000E-01  5.05000E-01  5.15000E-01  5.25000E-01  5.35000E-01
            5.45000E-01  5.55000E-01  5.65000E-01  5.75000E-01  5.85000E-01
            5.95000E-01  6.05000E-01  6.15000E-01  6.25000E-01  6.35000E-01
            6.45000E-01  6.55000E-01  6.65000E-01  6.75000E-01  6.85000E-01
            6.95000E-01  7.05000E-01  7.15000E-01  7.25000E-01  7.35000E-01
            7.45000E-01  7.55000E-01  7.65000E-01  7.75000E-01  7.85000E-01
            7.95000E-01  8.05000E-01  8.15000E-01  8.25000E-01  8.35000E-01
            8.45000E-01  8.55000E-01  8.65000E-01  8.75000E-01  8.85000E-01
            8.95000E-01  9.05000E-01  9.15000E-01  9.25000E-01  9.35000E-01
            9.45000E-01  9.55000E-01  9.65000E-01  9.75000E-01  9.85000E-01
            9.95000E-01  1.00500E+00  1.07500E+00  1.12500E+00  1.17500E+00
            1.22500E+00  1.27500E+00  1.32500E+00  1.37500E+00  1.42500E+00
            1.47500E+00  1.52500E+00  1.57500E+00  1.62500E+00  1.67500E+00
            1.72500E+00  1.77500E+00  1.82500E+00  1.87500E+00  1.92500E+00
            1.97500E+00  2.02500E+00  2.07500E+00  2.12500E+00  2.17500E+00
            2.22500E+00  2.27500E+00  2.32500E+00  2.37500E+00  2.42500E+00
            2.47500E+00  2.52500E+00  2.57500E+00  2.62500E+00  2.67500E+00
            2.72500E+00  2.77500E+00  2.82500E+00  2.87500E+00  2.92500E+00
            2.97500E+00  3.02500E+00  3.15000E+00  3.25000E+00  3.35000E+00
            3.45000E+00  3.55000E+00  3.65000E+00  3.75000E+00  3.85000E+00
            3.95000E+00  4.05000E+00  4.15000E+00  4.25000E+00  4.35000E+00
            4.45000E+00  4.55000E+00  4.65000E+00  4.75000E+00  4.85000E+00
            4.95000E+00  5.05000E+00  5.15000E+00  5.25000E+00  5.35000E+00
            5.45000E+00  5.55000E+00  5.65000E+00  5.75000E+00  5.85000E+00
            5.95000E+00  6.05000E+00  6.30000E+00  6.50000E+00  6.70000E+00
            6.90000E+00  7.10000E+00  7.30000E+00  7.50000E+00  7.70000E+00
            7.90000E+00  8.10000E+00  8.30000E+00  8.50000E+00  8.70000E+00
            8.90000E+00  9.10000E+00  9.30000E+00  9.50000E+00  9.70000E+00
            9.90000E+00  1.02500E+01  1.07500E+01  1.12500E+01  1.17500E+01
            1.22500E+01  1.27500E+01  1.32500E+01  1.37500E+01  1.42500E+01
            1.47500E+01  1.52500E+01  1.57500E+01  1.62500E+01  1.67500E+01
            1.72500E+01  1.77500E+01  1.82500E+01  1.87500E+01  1.92500E+01
            1.97500E+01  2.25000E+01
     unit =    1            # unit is [1/cm^2/source]
 material =  all            # (D=all) number of specific material
     axis =     eng            # axis of output
     file = Result_JPF_external_fluence.out  # file name of output for the above axis
     part =  photon   
# kf/name :  22       
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         570 (  0)           0 (  0)         570 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =   1400

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l n  
#  e-lower      e-upper        photon    r.err 
   9.5000E-03   1.0500E-02   1.5795E-10  0.5732
   1.0500E-02   1.1500E-02   3.3662E-10  0.5998
   1.1500E-02   1.2500E-02   4.5393E-10  0.5661
   1.2500E-02   1.3500E-02   8.3739E-10  0.5700
   1.3500E-02   1.4500E-02   6.3413E-10  0.6493
   1.4500E-02   1.5500E-02   8.7642E-10  0.5803
   1.5500E-02   1.6500E-02   1.0207E-09  0.5756
   1.6500E-02   1.7500E-02   0.0000E+00  0.0000
   1.7500E-02   1.8500E-02   1.2171E-09  0.5679
   1.8500E-02   1.9500E-02   7.9171E-10  0.6612
   1.9500E-02   2.0500E-02   5.0514E-10  0.6089
   2.0500E-02   2.1500E-02   2.1478E-09  0.7395
   2.1500E-02   2.2500E-02   1.5765E-09  0.7438
   2.2500E-02   2.3500E-02   1.1945E-09  0.8577
   2.3500E-02   2.4500E-02   8.8251E-10  0.7491
   2.4500E-02   2.5500E-02   6.3505E-09  0.5303
   2.5500E-02   2.6500E-02   3.9845E-09  0.6945
   2.6500E-02   2.7500E-02   9.1767E-10  0.8173
   2.7500E-02   2.8500E-02   1.4721E-09  0.7448
   2.8500E-02   2.9500E-02   1.3368E-09  0.5947
   2.9500E-02   3.0500E-02   1.3516E-09  0.8003
   3.0500E-02   3.1500E-02   5.3087E-09  0.5124
   3.1500E-02   3.2500E-02   2.8853E-09  0.5836
   3.2500E-02   3.3500E-02   6.4640E-09  0.5178
   3.3500E-02   3.4500E-02   6.6360E-09  0.5285
   3.4500E-02   3.5500E-02   3.6258E-09  0.6132
   3.5500E-02   3.6500E-02   7.1718E-09  0.6854
   3.6500E-02   3.7500E-02   1.1249E-08  0.4759
   3.7500E-02   3.8500E-02   1.1959E-08  0.4427
   3.8500E-02   3.9500E-02   7.7951E-09  0.5286
   3.9500E-02   4.0500E-02   1.6137E-08  0.3759
   4.0500E-02   4.1500E-02   1.1267E-08  0.3467
   4.1500E-02   4.2500E-02   2.2870E-08  0.3009
   4.2500E-02   4.3500E-02   2.8318E-08  0.3454
   4.3500E-02   4.4500E-02   1.4106E-08  0.3815
   4.4500E-02   4.5500E-02   8.1864E-09  0.3690
   4.5500E-02   4.6500E-02   2.6751E-08  0.2882
   4.6500E-02   4.7500E-02   2.0620E-08  0.3325
   4.7500E-02   4.8500E-02   2.0415E-08  0.3266
   4.8500E-02   4.9500E-02   3.3554E-08  0.2619
   4.9500E-02   5.0500E-02   4.0449E-08  0.2698
   5.0500E-02   5.1500E-02   5.5777E-08  0.2663
   5.1500E-02   5.2500E-02   3.7849E-08  0.2735
   5.2500E-02   5.3500E-02   4.3620E-08  0.2538
   5.3500E-02   5.4500E-02   5.1595E-08  0.2744
   5.4500E-02   5.5500E-02   3.2693E-08  0.2580
   5.5500E-02   5.6500E-02   2.7505E-08  0.2968
   5.6500E-02   5.7500E-02   3.8408E-08  0.2565
   5.7500E-02   5.8500E-02   3.0332E-08  0.2836
   5.8500E-02   5.9500E-02   4.2184E-08  0.2589
   5.9500E-02   6.0500E-02   6.0736E-08  0.1989
   6.0500E-02   6.1500E-02   4.9074E-08  0.2433
   6.1500E-02   6.2500E-02   5.1205E-08  0.2291
   6.2500E-02   6.3500E-02   5.5678E-08  0.2326
   6.3500E-02   6.4500E-02   6.0367E-08  0.2111
   6.4500E-02   6.5500E-02   5.8314E-08  0.2059
   6.5500E-02   6.6500E-02   9.7796E-08  0.2030
   6.6500E-02   6.7500E-02   5.9864E-08  0.2135
   6.7500E-02   6.8500E-02   6.5861E-08  0.2250
   6.8500E-02   6.9500E-02   6.1608E-08  0.2052
   6.9500E-02   7.0500E-02   8.6876E-08  0.1930
   7.0500E-02   7.1500E-02   5.1101E-08  0.2225
   7.1500E-02   7.2500E-02   4.9529E-08  0.2410
   7.2500E-02   7.3500E-02   6.2824E-08  0.2127
   7.3500E-02   7.4500E-02   7.3311E-08  0.2056
   7.4500E-02   7.5500E-02   6.9282E-08  0.2009
   7.5500E-02   7.6500E-02   5.1815E-08  0.2224
   7.6500E-02   7.7500E-02   7.6297E-08  0.2094
   7.7500E-02   7.8500E-02   5.0111E-08  0.2260
   7.8500E-02   7.9500E-02   8.3852E-08  0.2072
   7.9500E-02   8.0500E-02   5.1165E-08  0.2303
   8.0500E-02   8.1500E-02   9.0624E-08  0.1840
   8.1500E-02   8.2500E-02   7.2893E-08  0.1825
   8.2500E-02   8.3500E-02   8.6215E-08  0.1886
   8.3500E-02   8.4500E-02   9.0155E-08  0.1981
   8.4500E-02   8.5500E-02   7.7819E-08  0.1971
   8.5500E-02   8.6500E-02   9.3157E-08  0.1842
   8.6500E-02   8.7500E-02   7.1969E-08  0.1931
   8.7500E-02   8.8500E-02   1.1300E-07  0.1618
   8.8500E-02   8.9500E-02   6.5148E-08  0.1931
   8.9500E-02   9.0500E-02   7.8321E-08  0.1810
   9.0500E-02   9.1500E-02   8.8168E-08  0.1875
   9.1500E-02   9.2500E-02   7.4369E-08  0.1897
   9.2500E-02   9.3500E-02   1.0687E-07  0.1589
   9.3500E-02   9.4500E-02   9.9619E-08  0.1792
   9.4500E-02   9.5500E-02   8.0064E-08  0.1983
   9.5500E-02   9.6500E-02   9.6756E-08  0.1795
   9.6500E-02   9.7500E-02   8.3294E-08  0.1942
   9.7500E-02   9.8500E-02   1.0930E-07  0.1606
   9.8500E-02   9.9500E-02   7.8073E-08  0.1989
   9.9500E-02   1.0050E-01   9.7975E-08  0.1940
   1.0050E-01   1.0150E-01   6.4687E-08  0.2069
   1.0150E-01   1.0250E-01   8.2096E-08  0.1970
   1.0250E-01   1.0350E-01   9.4273E-08  0.1800
   1.0350E-01   1.0450E-01   5.6863E-08  0.2114
   1.0450E-01   1.0550E-01   7.1521E-08  0.2009
   1.0550E-01   1.0650E-01   8.8088E-08  0.1834
   1.0650E-01   1.0750E-01   7.2601E-08  0.2002
   1.0750E-01   1.0850E-01   9.0131E-08  0.1765
   1.0850E-01   1.0950E-01   6.3311E-08  0.2171
   1.0950E-01   1.1050E-01   5.8712E-08  0.2046
   1.1050E-01   1.1150E-01   9.6281E-08  0.1673
   1.1150E-01   1.1250E-01   4.5552E-08  0.2508
   1.1250E-01   1.1350E-01   8.3839E-08  0.1773
   1.1350E-01   1.1450E-01   5.9794E-08  0.1925
   1.1450E-01   1.1550E-01   7.9178E-08  0.1846
   1.1550E-01   1.1650E-01   6.0780E-08  0.2054
   1.1650E-01   1.1750E-01   6.9470E-08  0.1892
   1.1750E-01   1.1850E-01   7.1883E-08  0.1929
   1.1850E-01   1.1950E-01   1.1090E-07  0.1770
   1.1950E-01   1.2050E-01   9.2088E-08  0.1787
   1.2050E-01   1.2150E-01   1.1186E-07  0.1629
   1.2150E-01   1.2250E-01   1.0883E-07  0.1664
   1.2250E-01   1.2350E-01   8.6492E-08  0.1815
   1.2350E-01   1.2450E-01   7.0996E-08  0.2157
   1.2450E-01   1.2550E-01   8.2607E-08  0.1789
   1.2550E-01   1.2650E-01   7.3758E-08  0.1974
   1.2650E-01   1.2750E-01   1.1650E-07  0.1593
   1.2750E-01   1.2850E-01   1.0607E-07  0.1704
   1.2850E-01   1.2950E-01   9.9216E-08  0.1672
   1.2950E-01   1.3050E-01   9.1702E-08  0.1681
   1.3050E-01   1.3150E-01   9.6175E-08  0.1732
   1.3150E-01   1.3250E-01   1.0092E-07  0.1793
   1.3250E-01   1.3350E-01   8.5041E-08  0.1878
   1.3350E-01   1.3450E-01   8.0172E-08  0.1806
   1.3450E-01   1.3550E-01   1.1229E-07  0.1716
   1.3550E-01   1.3650E-01   1.0517E-07  0.1637
   1.3650E-01   1.3750E-01   1.2943E-07  0.1553
   1.3750E-01   1.3850E-01   1.0173E-07  0.1869
   1.3850E-01   1.3950E-01   6.4702E-08  0.2117
   1.3950E-01   1.4050E-01   8.3982E-08  0.1823
   1.4050E-01   1.4150E-01   1.1180E-07  0.1891
   1.4150E-01   1.4250E-01   7.8333E-08  0.1882
   1.4250E-01   1.4350E-01   1.0764E-07  0.1806
   1.4350E-01   1.4450E-01   1.1961E-07  0.1706
   1.4450E-01   1.4550E-01   7.2870E-08  0.1966
   1.4550E-01   1.4650E-01   6.9379E-08  0.2042
   1.4650E-01   1.4750E-01   8.1162E-08  0.1826
   1.4750E-01   1.4850E-01   6.6097E-08  0.1921
   1.4850E-01   1.4950E-01   9.3282E-08  0.1931
   1.4950E-01   1.5050E-01   7.0149E-08  0.1959
   1.5050E-01   1.5150E-01   8.0404E-08  0.1901
   1.5150E-01   1.5250E-01   6.7222E-08  0.2059
   1.5250E-01   1.5350E-01   9.6012E-08  0.2090
   1.5350E-01   1.5450E-01   6.4194E-08  0.2074
   1.5450E-01   1.5550E-01   1.2287E-07  0.1598
   1.5550E-01   1.5650E-01   1.0259E-07  0.1652
   1.5650E-01   1.5750E-01   9.9940E-08  0.1800
   1.5750E-01   1.5850E-01   1.0354E-07  0.1805
   1.5850E-01   1.5950E-01   1.0885E-07  0.1879
   1.5950E-01   1.6050E-01   7.5193E-08  0.2058
   1.6050E-01   1.6150E-01   1.1656E-07  0.1672
   1.6150E-01   1.6250E-01   9.4340E-08  0.1851
   1.6250E-01   1.6350E-01   9.0484E-08  0.1863
   1.6350E-01   1.6450E-01   8.4146E-08  0.2021
   1.6450E-01   1.6550E-01   9.1949E-08  0.1878
   1.6550E-01   1.6650E-01   8.2663E-08  0.1897
   1.6650E-01   1.6750E-01   9.0320E-08  0.1787
   1.6750E-01   1.6850E-01   8.0647E-08  0.1922
   1.6850E-01   1.6950E-01   7.2615E-08  0.2089
   1.6950E-01   1.7050E-01   1.0249E-07  0.1756
   1.7050E-01   1.7150E-01   7.4887E-08  0.1956
   1.7150E-01   1.7250E-01   5.4234E-08  0.2084
   1.7250E-01   1.7350E-01   8.5127E-08  0.2098
   1.7350E-01   1.7450E-01   8.5201E-08  0.2099
   1.7450E-01   1.7550E-01   6.5591E-08  0.2072
   1.7550E-01   1.7650E-01   9.6029E-08  0.1870
   1.7650E-01   1.7750E-01   5.8070E-08  0.2271
   1.7750E-01   1.7850E-01   8.0830E-08  0.2061
   1.7850E-01   1.7950E-01   1.1440E-07  0.1956
   1.7950E-01   1.8050E-01   8.5312E-08  0.2053
   1.8050E-01   1.8150E-01   7.7611E-08  0.1904
   1.8150E-01   1.8250E-01   7.7167E-08  0.1958
   1.8250E-01   1.8350E-01   1.1167E-07  0.1835
   1.8350E-01   1.8450E-01   1.1000E-07  0.1809
   1.8450E-01   1.8550E-01   5.5107E-08  0.2516
   1.8550E-01   1.8650E-01   8.2455E-08  0.1902
   1.8650E-01   1.8750E-01   7.0043E-08  0.1938
   1.8750E-01   1.8850E-01   1.0069E-07  0.1892
   1.8850E-01   1.8950E-01   6.8789E-08  0.1998
   1.8950E-01   1.9050E-01   9.6865E-08  0.1924
   1.9050E-01   1.9150E-01   8.1474E-08  0.2073
   1.9150E-01   1.9250E-01   6.6048E-08  0.1881
   1.9250E-01   1.9350E-01   9.9415E-08  0.1816
   1.9350E-01   1.9450E-01   7.4368E-08  0.2242
   1.9450E-01   1.9550E-01   6.6024E-08  0.2026
   1.9550E-01   1.9650E-01   7.4230E-08  0.2033
   1.9650E-01   1.9750E-01   7.1488E-08  0.1948
   1.9750E-01   1.9850E-01   7.9574E-08  0.1907
   1.9850E-01   1.9950E-01   6.0579E-08  0.2210
   1.9950E-01   2.0050E-01   7.5835E-08  0.1960
   2.0050E-01   2.0750E-01   7.1702E-07  0.0653
   2.0750E-01   2.1250E-01   5.5422E-07  0.0722
   2.1250E-01   2.1750E-01   5.7170E-07  0.0735
   2.1750E-01   2.2250E-01   5.3646E-07  0.0739
   2.2250E-01   2.2750E-01   5.5250E-07  0.0735
   2.2750E-01   2.3250E-01   4.4538E-07  0.0791
   2.3250E-01   2.3750E-01   4.5080E-07  0.0809
   2.3750E-01   2.4250E-01   4.6894E-07  0.0800
   2.4250E-01   2.4750E-01   4.9042E-07  0.0788
   2.4750E-01   2.5250E-01   4.7967E-07  0.0830
   2.5250E-01   2.5750E-01   5.0823E-07  0.0848
   2.5750E-01   2.6250E-01   4.1127E-07  0.0882
   2.6250E-01   2.6750E-01   4.6583E-07  0.0905
   2.6750E-01   2.7250E-01   4.2668E-07  0.0870
   2.7250E-01   2.7750E-01   5.5865E-07  0.0825
   2.7750E-01   2.8250E-01   3.9041E-07  0.0923
   2.8250E-01   2.8750E-01   3.9029E-07  0.0953
   2.8750E-01   2.9250E-01   3.8597E-07  0.0878
   2.9250E-01   2.9750E-01   3.7040E-07  0.0933
   2.9750E-01   3.0250E-01   3.3031E-07  0.1029
   3.0250E-01   3.0750E-01   3.4378E-07  0.1001
   3.0750E-01   3.1250E-01   3.6558E-07  0.1028
   3.1250E-01   3.1750E-01   3.0439E-07  0.1053
   3.1750E-01   3.2250E-01   3.0954E-07  0.1078
   3.2250E-01   3.2750E-01   3.2902E-07  0.1082
   3.2750E-01   3.3250E-01   3.4200E-07  0.1059
   3.3250E-01   3.3750E-01   2.8424E-07  0.1105
   3.3750E-01   3.4250E-01   2.8294E-07  0.1097
   3.4250E-01   3.4750E-01   3.1645E-07  0.1062
   3.4750E-01   3.5250E-01   2.8151E-07  0.1042
   3.5250E-01   3.5750E-01   2.7322E-07  0.1138
   3.5750E-01   3.6250E-01   2.8683E-07  0.1049
   3.6250E-01   3.6750E-01   2.9026E-07  0.1092
   3.6750E-01   3.7250E-01   2.5107E-07  0.1137
   3.7250E-01   3.7750E-01   3.7989E-07  0.1038
